State,Year,Annual_Rainfall_mm,Normal_Rainfall_mm,Departure_Percent,Monsoon_Rainfall_mm,Monsoon_Percent_of_Annual,Rainfall_Category,Flood_Events,Drought_Declared,Peak_Month,Peak_Month_Rainfall_mm,Jan_mm,Feb_mm,Mar_mm,Apr_mm,May_mm,Jun_mm,Jul_mm,Aug_mm,Sep_mm,Oct_mm,Nov_mm,Dec_mm
1,0.0,0.0671228766232683,0.0930546190155091,0.3755795981452859,0.0669839506645727,0.4489208633093526,2,0.0,0.0,1,0.071741970057273,0.2284739982949701,0.1382734912146677,0.0936578171091445,0.0152855993563958,0.0444398080534112,0.0615308479049818,0.0761358711957065,0.0733025858158173,0.0771947249351652,0.056694214876033,0.1314868804664723,0.1595667870036101
1,0.1111111111111142,0.0589544401286945,0.0930546190155091,0.2132921174652241,0.0566993526640364,0.4057553956834534,2,0.0,0.0,1,0.0601199048799276,0.0,0.0,0.0,0.0667739340305712,0.0594617150010431,0.0586165182008138,0.064568818960632,0.058143051565099,0.0599238536666114,0.0599999999999999,0.0629737609329446,0.1386281588447653
1,0.2222222222222001,0.0583126344041209,0.0930546190155091,0.2009273570324575,0.0614011567778756,0.5093525179856115,2,0.0,0.0,1,0.0640050909334494,0.0707587382779198,0.0870893812070282,0.0,0.079243765084473,0.0369288545795952,0.053007808204113,0.068435614520484,0.0700136095569333,0.0706836616454229,0.0573553719008264,0.0206997084548104,0.1090252707581227
1,0.3333333333333144,0.0704319269174987,0.0930546190155091,0.4420401854714065,0.0701823265790784,0.4474820143884892,2,0.0,0.0,1,0.0676223331212111,0.0,0.0687547746371275,0.0,0.1395816572807723,0.0563321510536198,0.0781370284834488,0.0720357345244841,0.075381823680629,0.076918832422888,0.0653719008264462,0.1349854227405247,0.1458483754512635
1,0.4444444444444286,0.0955873772650741,0.0930546190155091,0.9443585780525504,0.0939115945914888,0.4345323741007194,1,0.8571428571428571,0.0,1,0.0930770003684228,0.2387041773231031,0.1229946524064171,0.2146017699115044,0.0317779565567176,0.0763613603171291,0.0894094358297591,0.097369912330411,0.0984802661424466,0.0958450587651051,0.1115702479338843,0.0897959183673469,0.0245487364620938
1,0.5555555555555429,0.0621551336122826,0.0930546190155091,0.276661514683153,0.0610755736009499,0.4302158273381293,2,0.0,0.0,1,0.0553304082794654,0.0,0.0,0.0,0.0534995977473853,0.0594617150010431,0.061805784669526,0.0598019933997799,0.0622637229699077,0.0723390167190862,0.0771900826446281,0.0839650145772594,0.1819494584837545
1,0.6666666666666572,0.0810592294997249,0.0930546190155091,0.6537867078825348,0.0828609185275979,0.4791366906474821,2,0.2142857142857142,0.0,1,0.0830625983856382,0.2301790281329923,0.1864018334606569,0.0619469026548672,0.0189058728881737,0.0763613603171291,0.0887495875948532,0.0874029134304476,0.0870633600483895,0.0814986481266898,0.0883471074380165,0.0778425655976676,0.2115523465703971
1,0.7777777777777715,0.0865854268424825,0.0930546190155091,0.7650695517774343,0.0820852644884513,0.3928057553956834,2,0.5,0.0,1,0.0811200053588773,0.1159420289855072,0.1673032849503437,0.0803834808259587,0.0929203539823008,0.0865846025453786,0.0801165731881667,0.0854695156505216,0.0841146227128383,0.094962202725818,0.0857024793388429,0.0982507288629737,0.1978339350180505
1,0.8888888888888857,0.0787087202227149,0.0930546190155091,0.60741885625966,0.078982648331865,0.4575539568345323,2,0.0,0.0,1,0.0801487088454968,0.1005967604433077,0.0,0.2057522123893805,0.0977473853580048,0.1009805967035259,0.0911140437699329,0.0845028167605586,0.0802207772569181,0.075429012856591,0.0825619834710743,0.0559766763848396,0.0490974729241877
1,1.0,0.0927534299098138,0.0930546190155091,0.8871715610510046,0.0896024054851189,0.4143884892086331,1,0.0714285714285714,0.0,1,0.0859095019593395,0.0409207161125319,0.0,0.0449852507374631,0.160901045856798,0.0799081994575422,0.099857032882437,0.0902363412113737,0.0951156812339331,0.0937482756717982,0.0868595041322314,0.1075801749271136,0.0808664259927797
