SNo,Period,State,LE,E,N,D,LD,NR,ND,Total
0.0,01-01-2026 to 16-02-2026,A & N ISLAND (UT),0.0,0.0,0.0,0.045454545454545456,0.07692307692307693,0.0,0.0,0.02702702702702703
0.02857142857142857,01-01-2026 to 16-02-2026,ARUNACHAL PRADESH,0.0,0.0,0.0,0.045454545454545456,0.38461538461538464,0.10810810810810811,0.3333333333333333,0.20270270270270271
0.05714285714285715,01-01-2026 to 16-02-2026,ASSAM,0.0,0.0,0.0,0.0,0.19230769230769232,0.7837837837837838,0.3333333333333333,0.45945945945945954
0.08571428571428572,01-01-2026 to 16-02-2026,MEGHALAYA,0.0,0.0,0.0,0.0,0.0,0.2972972972972973,0.0,0.13513513513513514
0.11428571428571428,01-01-2026 to 16-02-2026,NAGALAND,0.0,0.0,0.0,0.0,0.0,0.21621621621621623,1.0,0.13513513513513514
0.14285714285714285,01-01-2026 to 16-02-2026,MANIPUR,0.0,0.0,0.0,0.0,0.0,0.21621621621621623,0.3333333333333333,0.10810810810810811
0.1714285714285714,01-01-2026 to 16-02-2026,MIZORAM,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,0.6666666666666666,0.0945945945945946
0.19999999999999998,01-01-2026 to 16-02-2026,TRIPURA,0.0,0.0,0.0,0.0,0.0,0.21621621621621623,0.0,0.0945945945945946
0.22857142857142854,01-01-2026 to 16-02-2026,SIKKIM,0.0,0.0,0.0,0.0,0.15384615384615385,0.05405405405405406,0.0,0.06756756756756757
0.2571428571428571,01-01-2026 to 16-02-2026,WEST BENGAL,0.0,0.0,0.0,0.0,0.15384615384615385,0.5135135135135136,0.0,0.29729729729729737
0.2857142857142857,01-01-2026 to 16-02-2026,ODISHA,0.0,0.0,0.0,0.0,0.0,0.8108108108108109,0.0,0.3918918918918919
0.3142857142857143,01-01-2026 to 16-02-2026,JHARKHAND,0.0,0.0,0.0,0.0,0.0,0.6486486486486487,0.0,0.31081081081081086
0.34285714285714286,01-01-2026 to 16-02-2026,BIHAR,0.0,0.0,0.0,0.0,0.038461538461538464,1.0,0.0,0.5000000000000001
0.3714285714285714,01-01-2026 to 16-02-2026,UTTAR PRADESH,0.08333333333333333,0.2857142857142857,1.0,1.0,1.0,0.35135135135135137,0.0,1.0
0.39999999999999997,01-01-2026 to 16-02-2026,UTTARAKHAND,0.0,0.0,0.4,0.4090909090909091,0.0,0.0,0.0,0.16216216216216217
0.42857142857142855,01-01-2026 to 16-02-2026,HARYANA,0.041666666666666664,0.5714285714285714,0.6000000000000001,0.4545454545454546,0.038461538461538464,0.0,0.0,0.28378378378378377
0.45714285714285713,01-01-2026 to 16-02-2026,CHANDIGARH (UT),0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.48571428571428565,01-01-2026 to 16-02-2026,DELHI,0.0,0.14285714285714285,0.1,0.3181818181818182,0.0,0.0,0.3333333333333333,0.12162162162162163
0.5142857142857142,01-01-2026 to 16-02-2026,PUNJAB,0.125,0.42857142857142855,0.8,0.13636363636363635,0.19230769230769232,0.0,0.0,0.28378378378378377
0.5428571428571428,01-01-2026 to 16-02-2026,HIMACHAL PRADESH,0.0,0.2857142857142857,0.6000000000000001,0.13636363636363635,0.038461538461538464,0.0,0.0,0.14864864864864866
0.5714285714285714,01-01-2026 to 16-02-2026,JAMMU & KASHMIR(UT),0.0,0.14285714285714285,0.5,0.36363636363636365,0.23076923076923078,0.0,0.0,0.2567567567567568
0.6,01-01-2026 to 16-02-2026,LADAKH(UT),0.0,0.14285714285714285,0.0,0.045454545454545456,0.0,0.0,0.0,0.013513513513513514
0.6285714285714286,01-01-2026 to 16-02-2026,RAJASTHAN,0.0,1.0,0.7000000000000001,0.5454545454545454,0.11538461538461539,0.10810810810810811,0.0,0.43243243243243246
0.6571428571428571,01-01-2026 to 16-02-2026,MADHYA PRADESH,0.20833333333333331,0.7142857142857142,0.30000000000000004,0.3181818181818182,0.7307692307692308,0.35135135135135137,0.0,0.6891891891891893
0.6857142857142857,01-01-2026 to 16-02-2026,GUJARAT,0.041666666666666664,0.2857142857142857,0.1,0.0,0.15384615384615385,0.6756756756756757,0.0,0.43243243243243246
0.7142857142857143,01-01-2026 to 16-02-2026,DADRA & NAGAR HAVELI AND DAMAN & DIU (UT),0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.3333333333333333,0.02702702702702703
0.7428571428571428,01-01-2026 to 16-02-2026,GOA,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.013513513513513514
0.7714285714285714,01-01-2026 to 16-02-2026,MAHARASHTRA,0.125,0.0,0.1,0.0,0.5,0.5135135135135136,0.0,0.472972972972973
0.7999999999999999,01-01-2026 to 16-02-2026,CHHATISGARH,0.0,0.0,0.0,0.0,0.038461538461538464,0.8648648648648649,0.0,0.43243243243243246
0.8285714285714285,01-01-2026 to 16-02-2026,ANDHRA PRADESH,0.0,0.0,0.1,0.0,0.42307692307692313,0.35135135135135137,0.3333333333333333,0.33783783783783783
0.8571428571428571,01-01-2026 to 16-02-2026,TELANGANA,0.0,0.0,0.0,0.0,0.23076923076923078,0.7297297297297298,0.0,0.43243243243243246
0.8857142857142857,01-01-2026 to 16-02-2026,TAMILNADU,1.0,0.2857142857142857,0.30000000000000004,0.2272727272727273,0.15384615384615385,0.0,0.0,0.5000000000000001
0.9142857142857143,01-01-2026 to 16-02-2026,PUDUCHERRY (UT),0.08333333333333333,0.0,0.0,0.0,0.038461538461538464,0.02702702702702703,0.0,0.04054054054054054
0.9428571428571428,01-01-2026 to 16-02-2026,KARNATAKA,0.08333333333333333,0.2857142857142857,0.2,0.09090909090909091,0.576923076923077,0.21621621621621623,0.0,0.4054054054054055
