Pincode,District,State,Region_Type
0.8570938803496944,20,0,2
0.857122450145706,20,0,2
0.8571510199417176,20,0,1
0.8571795897377292,20,0,2
0.8572081595337409,20,0,2
0.8572367293297525,20,0,0
0.8572652991257641,20,0,2
0.8572938689217757,20,0,0
0.8573224387177873,20,0,2
0.857351008513799,20,0,2
0.8573795783098106,20,0,1
0.8574081481058222,20,0,0
0.8574367179018338,20,0,1
0.8574652876978455,20,0,0
0.8574938574938571,20,0,2
0.9999428604079768,21,0,0
0.9999714302039884,21,0,2
1.0,21,0,0
0.9142334723730076,19,0,1
0.9142620421690192,19,0,0
0.9142906119650308,19,0,1
0.9143191817610424,19,0,2
0.9143477515570542,19,0,2
0.9143763213530658,19,0,0
0.9144048911490774,19,0,1
0.914433460945089,19,0,0
0.9144620307411008,19,0,2
0.9144906005371124,19,0,1
0.914519170333124,19,0,2
0.9145477401291356,19,0,0
0.9145763099251472,19,0,0
0.9146048797211588,19,0,0
0.9146334495171704,19,0,2
0.9428032683846634,3,0,0
0.9428318381806752,3,0,0
0.9428604079766868,3,0,1
0.9428889777726984,3,0,0
0.94291754756871,3,0,0
0.9429461173647216,3,0,0
0.9429746871607332,3,0,0
0.9430032569567448,3,0,2
0.9430318267527564,3,0,2
0.943060396548768,3,0,0
0.9430889663447796,3,0,2
0.9431175361407932,3,0,0
0.9431461059368048,3,0,0
0.9431746757328164,3,0,0
0.943203245528828,3,0,0
0.971373064396321,23,0,1
0.9714016341923326,23,0,1
0.9714302039883442,23,0,2
0.971458773784356,23,0,1
0.9714873435803676,23,0,2
0.9715159133763792,23,0,1
0.9715444831723908,23,0,0
0.9715730529684024,23,0,0
0.971601622764414,23,0,2
0.9716301925604256,23,0,1
0.9716587623564372,23,0,0
0.9716873321524488,23,0,2
0.9717159019484604,23,0,2
0.971744471744472,23,0,2
0.9717730415404836,23,0,1
0.5713959202331296,9,0,2
0.5714244900291412,9,0,0
0.5714530598251528,9,0,1
0.5714816296211644,9,0,1
0.5715101994171761,9,0,2
0.5715387692131877,9,0,1
0.5715673390091993,9,0,0
0.5715959088052109,9,0,0
0.5716244786012226,9,0,0
0.5716530483972342,9,0,1
0.5716816181932458,9,0,0
0.5717101879892574,9,0,0
0.5717387577852691,9,0,0
0.5717673275812807,9,0,2
0.5717958973772923,9,0,2
0.6285355122564429,4,0,2
0.6285640820524545,4,0,0
0.6285926518484661,4,0,1
0.6286212216444778,4,0,1
0.6286497914404894,4,0,0
0.628678361236501,4,0,0
0.6287069310325126,4,0,0
0.6287355008285243,4,0,1
0.6287640706245359,4,0,0
0.6287926404205475,4,0,2
0.6288212102165591,4,0,2
0.6288497800125707,4,0,2
0.6288783498085824,4,0,1
0.628906919604594,4,0,1
0.6289354894006056,4,0,0
0.6571053082680987,16,0,2
0.6571338780641103,16,0,0
0.6571624478601219,16,0,1
0.6571910176561335,16,0,2
0.6572195874521451,16,0,1
0.6572481572481568,16,0,2
0.6572767270441684,16,0,1
0.65730529684018,16,0,1
0.6573338666361916,16,0,2
0.6573624364322033,16,0,2
0.6573910062282167,16,0,1
0.6574195760242283,16,0,0
0.6574481458202399,16,0,1
0.6574767156162515,16,0,0
0.6575052854122632,16,0,0
0.6856751042797562,14,0,0
0.6857036740757678,14,0,0
0.6857322438717794,14,0,1
0.6857608136677911,14,0,0
0.6857893834638027,14,0,0
0.6858179532598143,14,0,1
0.6858465230558259,14,0,1
0.6858750928518376,14,0,2
0.6859036626478492,14,0,0
0.6859322324438608,14,0,0
0.6859608022398724,14,0,2
0.6859893720358841,14,0,1
0.6860179418318957,14,0,1
0.6860465116279073,14,0,2
0.6860750814239189,14,0,0
0.5142563282098163,10,0,2
0.5142848980058279,10,0,2
0.5143134678018395,10,0,1
0.5143420375978511,10,0,0
0.5143706073938628,10,0,2
0.5143991771898744,10,0,0
0.514427746985886,10,0,1
0.5144563167818976,10,0,2
0.5144848865779093,10,0,2
0.5145134563739209,10,0,1
0.5145420261699343,10,0,2
0.5145705959659459,10,0,0
0.5145991657619575,10,0,0
0.5146277355579691,10,0,0
0.5146563053539808,10,0,2
0.4571167361865047,6,0,0
0.4571453059825163,6,0,1
0.4571738757785279,6,0,1
0.4572024455745396,6,0,2
0.4572310153705512,6,0,2
0.4572595851665628,6,0,0
0.4572881549625744,6,0,1
0.4573167247585861,6,0,2
0.4573452945545977,6,0,0
0.4573738643506093,6,0,2
0.4574024341466209,6,0,1
0.4574310039426326,6,0,1
0.4574595737386442,6,0,0
0.4574881435346558,6,0,0
0.4575167133306674,6,0,1
0.4285469401748472,1,0,1
0.4285755099708588,1,0,1
0.4286040797668704,1,0,0
0.428632649562882,1,0,1
0.4286612193588937,1,0,2
0.4286897891549053,1,0,2
0.4287183589509169,1,0,1
0.4287469287469285,1,0,1
0.4287754985429401,1,0,0
0.4288040683389518,1,0,2
0.4288326381349634,1,0,1
0.428861207930975,1,0,0
0.4288897777269866,1,0,0
0.4289183475229983,1,0,1
0.4289469173190099,1,0,1
0.4856865321981605,2,0,1
0.4857151019941721,2,0,0
0.4857436717901837,2,0,2
0.4857722415861953,2,0,0
0.485800811382207,2,0,0
0.4858293811782186,2,0,1
0.4858579509742302,2,0,2
0.4858865207702418,2,0,1
0.4859150905662535,2,0,1
0.4859436603622651,2,0,2
0.4859722301582767,2,0,0
0.4860007999542883,2,0,0
0.4860293697503,2,0,1
0.4860579395463116,2,0,0
0.4860865093423232,2,0,2
0.0,5,1,1
2.8569796011623797e-05,5,1,2
5.713959202324759e-05,5,1,0
8.570938803487138e-05,5,1,0
0.0001142791840464,5,1,0
0.0001428489800581,5,1,2
0.0001714187760697,5,1,1
0.0001999885720813,5,1,1
0.0002285583680929,5,1,1
0.0002571281641046,5,1,0
0.0002856979601162,5,1,0
0.0003142677561278,5,1,0
0.0003428375521394,5,1,1
0.0003714073481511,5,1,2
0.0003999771441627,5,1,2
0.0008285240843388,17,1,1
0.0008570938803504,17,1,1
0.0008856636763621,17,1,0
0.0009142334723737,17,1,0
0.0009428032683853,17,1,2
0.0009713730643969,17,1,1
0.0009999428604086,17,1,2
0.0010285126564202,17,1,2
0.0010570824524318,17,1,0
0.0010856522484434,17,1,2
0.0011142220444551,17,1,1
0.0011427918404667,17,1,2
0.0011713616364783,17,1,0
0.0011999314324899,17,1,1
0.0012285012285015,17,1,2
0.0024570024570031,12,1,1
0.0024855722530148,12,1,0
0.0025141420490264,12,1,0
0.002542711845038,12,1,2
0.0025712816410496,12,1,0
0.0025998514370613,12,1,0
0.0026284212330729,12,1,0
0.0026569910290845,12,1,0
0.0026855608250961,12,1,0
0.0027141306211078,12,1,1
0.0027427004171194,12,1,0
0.002771270213131,12,1,1
0.0027998400091426,12,1,0
0.0028284098051543,12,1,1
0.0028569796011659,12,1,0
0.0571395920233133,18,1,0
0.0571681618193249,18,1,2
0.0571967316153365,18,1,0
0.0572253014113481,18,1,1
0.0572538712073598,18,1,0
0.0572824410033714,18,1,1
0.057311010799383,18,1,1
0.0573395805953946,18,1,0
0.0573681503914063,18,1,2
0.0573967201874179,18,1,0
0.0574252899834295,18,1,1
0.0574538597794411,18,1,1
0.0574824295754528,18,1,1
0.0575109993714644,18,1,1
0.057539569167476,18,1,1
0.085709388034969,15,1,2
0.0857379578309807,15,1,2
0.0857665276269923,15,1,2
0.0857950974230039,15,1,0
0.0858236672190155,15,1,0
0.0858522370150272,15,1,1
0.0858808068110388,15,1,0
0.0859093766070504,15,1,1
0.0859379464030638,15,1,0
0.0859665161990754,15,1,0
0.0859950859950871,15,1,0
0.0860236557910987,15,1,1
0.0860522255871103,15,1,0
0.0860807953831219,15,1,2
0.0861093651791335,15,1,0
0.1428489800582824,7,1,2
0.142877549854294,7,1,0
0.1429061196503056,7,1,0
0.1429346894463172,7,1,0
0.1429632592423289,7,1,2
0.1429918290383405,7,1,0
0.1430203988343521,7,1,2
0.1430489686303637,7,1,0
0.1430775384263753,7,1,2
0.143106108222387,7,1,1
0.1431346780183986,7,1,1
0.1431632478144102,7,1,1
0.1431918176104218,7,1,2
0.1432203874064335,7,1,2
0.1432489572024451,7,1,1
0.1999885720815957,8,1,0
0.2000171418776073,8,1,0
0.2000457116736189,8,1,2
0.2000742814696305,8,1,1
0.2001028512656422,8,1,2
0.2001314210616538,8,1,2
0.2001599908576654,8,1,0
0.200188560653677,8,1,0
0.2002171304496887,8,1,2
0.2002457002457003,8,1,2
0.2002742700417119,8,1,2
0.2003028398377235,8,1,0
0.2003314096337352,8,1,0
0.2003599794297468,8,1,2
0.2003885492257584,8,1,2
0.1714187760699399,22,1,0
0.1714473458659515,22,1,0
0.1714759156619631,22,1,1
0.1715044854579748,22,1,2
0.1715330552539864,22,1,2
0.171561625049998,22,1,1
0.1715901948460096,22,1,1
0.1716187646420213,22,1,2
