District,State,Mean_Elevation_m,Min_Elevation_m,Max_Elevation_m,Elevation_Std_Dev,Terrain_Type,Flood_Risk_Elevation,Inundation_Depth_Potential_m
49,0,0.1761102603369065,0.0171339563862928,0.2855659397715472,0.5599144079885878,3,3,0.0
50,0,0.8330781010719754,0.7772585669781932,0.5514018691588785,0.7796005706134095,1,2,0.0
45,0,0.0459418070444104,0.0,0.043613707165109,0.1868758915834522,2,1,0.6845425867507886
8,0,0.0199081163859111,0.0031152647975077,0.1931464174454828,0.3637660485021398,0,1,0.861198738170347
53,0,0.010719754977029,0.0,0.3291796469366562,0.891583452211127,0,0,0.9242902208201892
22,0,0.0137825421133231,0.0,0.1017653167185877,0.898716119828816,0,0,0.9053627760252366
11,0,0.0382848392036753,0.0,0.0,0.8609129814550642,2,1,0.7350157728706624
39,0,0.8943338437978561,0.8894080996884736,0.8785046728971962,0.6783166904422255,1,2,0.0
34,0,0.004594180704441,0.0,0.1298026998961578,0.5299572039942939,0,0,0.9684542586750788
24,0,0.4211332312404288,0.2616822429906542,0.3063343717549325,0.4828815977175464,4,2,0.0
17,0,0.4762633996937213,0.3800623052959501,0.5659397715472482,0.014265335235378,4,2,0.0
3,0,0.5283307810107197,0.5264797507788163,0.5898234683281413,0.1469329529243937,4,2,0.0
7,0,0.4517611026033691,0.3878504672897196,0.5482866043613707,0.8009985734664764,4,2,0.0
1,0,0.987748851454824,0.940809968847352,1.0,0.7710413694721827,1,2,0.0
2,0,0.3874425727411945,0.2912772585669781,0.4517133956386292,0.964336661911555,4,2,0.0
5,0,0.007656967840735,0.0,0.3582554517133956,0.9814550641940084,0,0,0.946372239747634
9,0,0.0306278713629402,0.0,0.35202492211838,0.8445078459343796,2,1,0.7886435331230284
21,0,0.0,0.0,0.2274143302180685,0.18830242510699,0,0,1.0
37,0,0.8805513016845329,0.8411214953271028,0.7248182762201454,0.3651925820256776,1,2,0.0
44,0,0.0704441041347626,0.0451713395638629,0.0218068535825545,0.2196861626248217,2,1,0.5141955835962144
47,0,0.2373660030627871,0.0841121495327102,0.4060228452751817,0.5135520684736092,3,2,0.0
13,1,0.8131699846860643,0.7165109034267914,0.6967808930425753,0.7118402282453637,1,2,0.0
41,1,0.8499234303215927,0.7336448598130841,0.6303219106957424,0.7560627674750358,1,2,0.0
29,1,0.8805513016845329,0.7476635514018692,0.8982346832814122,0.4194008559201141,1,2,0.0
42,1,0.6952526799387443,0.5654205607476636,0.7995846313603323,0.0,1,2,0.0
28,1,0.110260336906585,0.0685358255451713,0.2211838006230529,0.2282453637660484,2,3,0.2429022082018927
36,1,0.5742725880551302,0.5482866043613708,0.7372793354101765,0.579885877318117,4,2,0.0
18,1,0.9188361408882084,0.9034267912772586,0.9792315680166148,0.6005706134094151,1,2,0.0
14,1,0.2664624808575804,0.1619937694704049,0.2751817237798546,0.5699001426533523,3,2,0.0
40,1,0.669218989280245,0.6573208722741434,0.636552440290758,0.9429386590584878,1,2,0.0
19,1,0.4823889739663093,0.3239875389408099,0.6490134994807891,0.1312410841654779,4,2,0.0
38,1,0.6018376722817764,0.4937694704049844,0.5524402907580478,0.3930099857346648,4,2,0.0
16,1,0.229709035222052,0.1728971962616822,0.3250259605399792,0.4757489300998573,3,2,0.0
30,1,0.7274119448698315,0.6651090342679128,0.5991692627206646,0.2574893009985735,1,2,0.0
6,1,0.1607963246554364,0.0062305295950155,0.1370716510903426,0.8459343794579173,3,3,0.0
20,1,0.1378254211332312,0.0,0.1713395638629283,0.985734664764622,3,3,0.0536277602523659
32,1,0.5436447166921898,0.4719626168224299,0.5015576323987538,0.8159771754636234,4,2,0.0
46,1,0.1516079632465543,0.1059190031152648,0.2398753894080996,0.5684736091298146,3,3,0.0
54,1,0.886676875957121,0.838006230529595,0.90134994807892,0.0627674750356633,1,2,0.0
26,1,0.9724349157733536,0.942367601246106,0.6573208722741433,0.1504992867332382,1,2,0.0
31,1,1.0000000000000002,1.0,0.885773624091381,0.5085592011412268,1,2,0.0
51,1,0.225114854517611,0.1074766355140186,0.146417445482866,0.5763195435092725,3,2,0.0
10,1,0.4379785604900459,0.3894080996884735,0.332294911734164,0.9058487874465052,4,2,0.0
33,1,0.9173047473200612,0.8348909657320872,0.956386292834891,0.4165477888730385,1,2,0.0
48,1,0.4517611026033691,0.4003115264797507,0.5379023883696781,0.5192582025677603,4,2,0.0
43,1,0.9096477794793262,0.8255451713395638,0.956386292834891,0.2774607703281027,1,2,0.0
15,1,0.1975497702909647,0.0763239875389408,0.2035306334371754,1.0,3,3,0.0
52,1,0.4548238897396631,0.4252336448598131,0.6625129802699896,0.0634807417974322,4,2,0.0
12,1,0.3491577335375191,0.338006230529595,0.3613707165109034,0.3758915834522111,4,2,0.0
25,1,0.1316998468606431,0.0420560747663551,0.2315680166147455,0.9251069900142654,3,3,0.0946372239747634
35,1,0.552833078101072,0.4283489096573208,0.5410176531671859,0.4728958630527817,4,2,0.0
0,1,0.3445635528330781,0.2585669781931464,0.4382139148494288,0.1982881597717546,4,2,0.0
23,1,0.5283307810107197,0.4096573208722741,0.494288681204569,0.7874465049928674,4,2,0.0
27,1,0.9601837672281776,0.8177570093457944,0.897196261682243,0.8223965763195435,1,2,0.0
4,1,0.3522205206738132,0.2757009345794392,0.5160955347871236,0.3181169757489301,4,2,0.0
