District,State,Soil_Type,Clay_Percent,Sand_Percent,Silt_Percent,Organic_Matter_Percent,Water_Retention_Capacity,Drainage_Speed,Waterlogging_Susceptibility,pH,Permeability_mm_per_hr,Flood_Absorption_Score
49,0,5,0.2338830584707646,0.6424870466321242,0.5622775800711743,0.4,2,1,3,0.642857142857143,0.6319148936170212,0.7906976744186047
50,0,0,0.335832083958021,0.5820379965457685,0.5765124555160142,0.36,0,2,1,0.7499999999999998,0.5872340425531916,0.1860465116279069
45,0,4,0.472263868065967,0.7340241796200344,0.4021352313167259,0.28,1,0,2,0.7857142857142854,0.3297872340425531,0.8255813953488371
8,0,1,0.6611694152923538,0.0518134715025906,0.3665480427046262,0.6000000000000001,3,3,0,0.642857142857143,0.8170212765957446,0.4651162790697674
53,0,1,0.704647676161919,0.1295336787564766,0.4234875444839857,0.6000000000000001,3,3,0,0.857142857142857,0.7063829787234043,0.255813953488372
22,0,8,0.0,0.9999999999999998,0.5266903914590746,0.12,1,0,2,0.6785714285714286,0.3297872340425531,0.3953488372093023
11,0,8,0.0044977511244377,0.8100172711571674,0.5587188612099645,0.12,1,0,2,0.9999999999999998,0.2127659574468085,0.7441860465116279
39,0,1,0.8110944527736133,0.2279792746113989,0.5231316725978647,0.7600000000000001,3,3,0,0.8928571428571426,0.9446808510638296,0.5232558139534883
34,0,0,0.2893553223388305,0.5509499136442142,0.779359430604982,0.4399999999999999,0,2,1,0.6785714285714286,0.897872340425532,0.4651162790697674
24,0,5,0.3343328335832084,0.4905008635578583,0.6583629893238432,0.36,2,1,3,0.5357142857142854,0.9340425531914892,0.8023255813953488
17,0,3,0.9115442278860568,0.0569948186528497,0.0640569395017792,0.7600000000000001,3,3,0,0.2499999999999997,0.4872340425531914,0.2209302325581395
3,0,1,0.7901049475262368,0.24006908462867,0.2028469750889679,0.7600000000000001,3,3,0,0.9999999999999998,0.0744680851063829,0.7325581395348837
7,0,6,0.2908545727136432,0.8065630397236614,0.5338078291814945,0.32,2,1,3,0.6785714285714286,0.951063829787234,0.941860465116279
1,0,4,0.2668665667166416,0.6044905008635577,0.3772241992882561,0.08,1,0,2,0.9285714285714282,0.0063829787234042,0.6162790697674418
2,0,8,0.0179910044977511,0.8151986183074265,0.4448398576512454,0.2,1,0,2,0.392857142857143,0.5468085106382978,0.8488372093023256
5,0,0,0.3028485757121439,0.6027633851468048,0.6441281138790036,0.4,0,2,1,0.8214285714285714,0.4531914893617021,0.6627906976744186
9,0,3,1.0,0.1088082901554403,0.1352313167259785,0.88,3,3,0,0.9999999999999998,0.0702127659574468,0.2441860465116279
21,0,1,0.7586206896551725,0.2055267702936096,0.3274021352313168,0.6000000000000001,3,3,0,0.9642857142857142,0.0276595744680851,0.6395348837209301
37,0,8,0.0944527736131934,0.8100172711571674,0.1601423487544483,0.4,1,0,2,0.357142857142857,0.9680851063829788,0.1627906976744186
44,0,5,0.1469265367316341,0.6373056994818651,0.6441281138790036,0.64,2,1,3,0.0357142857142858,0.4744680851063829,1.0
47,0,4,0.2833583208395802,0.4715025906735751,0.2704626334519573,0.36,1,0,2,0.2857142857142858,0.7106382978723403,0.4418604651162791
13,1,1,0.6926536731634182,0.0431778929188255,0.395017793594306,0.7999999999999999,3,3,0,0.4285714285714286,0.3872340425531915,0.4302325581395348
41,1,0,0.2893553223388305,0.6493955094991364,0.8505338078291813,0.36,0,2,1,0.8928571428571426,1.0,0.1511627906976744
29,1,0,0.1499250374812593,0.4576856649395509,0.871886120996441,0.4399999999999999,0,2,1,0.607142857142857,0.9595744680851064,0.627906976744186
42,1,5,0.3223388305847077,0.6856649395509498,0.5338078291814945,0.4,2,1,3,0.5357142857142854,0.0595744680851063,0.7093023255813954
28,1,3,0.9715142428785608,0.0898100172711571,0.0,0.88,3,3,0,0.2857142857142858,0.3276595744680851,0.0
36,1,4,0.2968515742128935,0.5803108808290154,0.3629893238434164,0.28,1,0,2,0.2142857142857142,0.925531914893617,0.0348837209302325
18,1,0,0.232383808095952,0.547495682210708,0.98932384341637,0.68,0,2,1,0.0,0.0234042553191489,0.0
14,1,0,0.3568215892053973,0.4784110535405871,0.6654804270462633,0.6000000000000001,0,2,1,0.0,0.7702127659574468,0.2209302325581395
40,1,7,0.3133433283358321,0.7357512953367875,0.7402135231316727,0.5200000000000001,2,1,3,0.1071428571428574,0.5212765957446809,0.9651162790697674
19,1,4,0.3748125937031484,0.7184801381692572,0.2882562277580071,0.08,1,0,2,0.0357142857142858,0.8914893617021277,0.5930232558139535
38,1,1,0.815592203898051,0.1796200345423143,0.384341637010676,0.96,3,3,0,0.7142857142857142,0.2489361702127659,0.5930232558139535
16,1,7,0.2278860569715143,0.6079447322970637,0.8825622775800712,0.56,2,1,3,0.8928571428571426,0.3893617021276596,0.2209302325581395
30,1,3,0.904047976011994,0.0880829015544041,0.3594306049822063,0.7999999999999999,3,3,0,0.9999999999999998,0.1127659574468085,0.5116279069767442
6,1,1,0.646176911544228,0.229706390328152,0.5338078291814945,0.7200000000000001,3,3,0,0.2142857142857142,0.0276595744680851,0.0813953488372093
20,1,3,0.8275862068965517,0.0967184801381692,0.2775800711743771,0.84,3,3,0,0.0357142857142858,0.6574468085106383,0.5232558139534883
32,1,1,0.6656671664167916,0.077720207253886,0.4377224199288255,0.7600000000000001,3,3,0,0.1785714285714286,0.6,0.6162790697674418
46,1,5,0.2383808095952024,0.6856649395509498,0.790035587188612,0.56,2,1,3,0.607142857142857,0.948936170212766,0.4302325581395348
54,1,3,0.9970014992503748,0.0604490500863557,0.0355871886120996,0.7600000000000001,3,3,0,0.607142857142857,0.1957446808510638,0.4186046511627906
26,1,0,0.3628185907046476,0.4283246977547495,0.8327402135231314,0.36,0,2,1,0.2499999999999997,0.851063829787234,0.5697674418604651
31,1,4,0.4617691154422788,0.708117443868739,0.5088967971530247,0.2,1,0,2,0.7499999999999998,0.448936170212766,0.6627906976744186
51,1,2,0.5247376311844077,0.544041450777202,0.395017793594306,0.4399999999999999,0,2,1,0.1071428571428574,0.3,0.1511627906976744
