District,State,Year,Annual_Rainfall_mm,Normal_Rainfall_mm,Departure_Percent,Monsoon_Rainfall_mm,Pre_Monsoon_mm,Post_Monsoon_mm,Winter_mm,Monsoon_Percent,Rainfall_Category,Flood_Occurred,Drought_Declared,Waterlogging_Risk,Peak_Month,Peak_Rainfall_mm,Consecutive_Dry_Days_Avg,Heavy_Rain_Days,Jan_mm,Feb_mm,Mar_mm,Apr_mm,May_mm,Jun_mm,Jul_mm,Aug_mm,Sep_mm,Oct_mm,Nov_mm,Dec_mm
Hyderabad,Telangana,0.0,0.30627990430622,0.2142857142857142,0.5501432664756447,0.33688063444723104,0.4110970996216898,0.4272445820433437,0.599647266313933,0.668639053254438,Normal,0.0,0.0,Medium,Jul,0.34199535962877037,0.7142857142857142,0.13793103448275862,0.4969879518072289,0.5993150684931506,0.12258064516129032,0.46603773584905656,0.4297423887587821,0.36432926829268286,0.34351851851851856,0.33229085222830335,0.3505747126436782,0.28962611901000535,0.5350223546944859,0.2048192771084337
Hyderabad,Telangana,0.11111111111111427,0.09025119617224878,0.2142857142857142,0.11843361986628459,0.07767911611197717,0.3694829760403531,0.3735810113519092,0.09523809523809523,0.07692307692307754,Deficient,0.0,1.0,Low,Jul,0.09582366589327143,0.42857142857142855,0.1724137931034483,0.0,0.18493150684931506,0.5032258064516129,0.3169811320754717,0.30679156908665106,0.08841463414634146,0.09791666666666662,0.09434454000521239,0.08199233716475096,0.06582411795681936,0.2593144560357675,0.6054216867469879
Hyderabad,Telangana,0.22222222222220012,0.2608851674641147,0.2142857142857142,0.4594078319006686,0.27458821934521793,0.2976040353089533,0.2414860681114551,0.3862433862433862,0.5088757396449708,Normal,0.0,0.0,Medium,Jul,0.29280742459396747,0.6190476190476191,0.06896551724137931,0.012048192771084336,0.7363013698630136,0.36774193548387096,0.08867924528301886,0.36416861826697894,0.2682926829268293,0.2944444444444444,0.2684388845452176,0.2532567049808429,0.3127962085308057,0.3651266766020865,0.006024096385542168
Hyderabad,Telangana,0.3333333333333144,0.34724880382775114,0.2142857142857142,0.6313276026743075,0.35687656747780105,0.4155107187894073,0.37254901960784315,0.15343915343915343,0.46745562130177554,Excess,0.0,0.0,High,Jul,0.36798143851508125,0.14285714285714285,0.10344827586206896,0.15662650602409636,0.11986301369863013,0.2096774193548387,0.27735849056603773,0.5234192037470726,0.325076219512195,0.36944444444444446,0.31717487620536877,0.41609195402298843,0.38072669826224337,0.503725782414307,0.10843373493975902
Hyderabad,Telangana,0.44444444444442865,0.3992224880382774,0.2142857142857142,0.7354345749761223,0.40418897851284474,0.5100882723833544,0.43550051599587203,0.42151675485008816,0.4378698224852071,Excess,1.0,0.0,High,Jul,0.382830626450116,0.7142857142857142,0.5862068965517241,0.20180722891566263,0.5890410958904109,0.5096774193548387,0.5150943396226415,0.44262295081967207,0.3871951219512194,0.3842592592592593,0.4240291894709408,0.4268199233716475,0.3981042654028436,0.6482861400894189,0.0
Hyderabad,Telangana,0.5555555555555429,0.5315191387559808,0.2142857142857142,1.0,0.5348064800379582,0.5081967213114755,0.7120743034055727,0.82010582010582,0.4378698224852071,Excess,1.0,0.0,High,Jul,0.5078886310904872,0.7142857142857142,0.48275862068965514,0.7349397590361445,0.7568493150684932,0.29032258064516125,0.330188679245283,0.6334894613583139,0.5045731707317073,0.5090277777777777,0.54782382069325,0.5199233716475096,0.5887309110057926,0.7019374068554397,0.6987951807228915
Hyderabad,Telangana,0.6666666666666572,0.19934210526315785,0.2142857142857142,0.3361986628462273,0.21216023859553987,0.3039092055485498,0.3622291021671827,0.02821869488536155,0.49704142011834307,Normal,0.0,0.0,Low,Jul,0.20464037122969833,0.19047619047619047,0.27586206896551724,0.0,0.0547945205479452,0.0,0.5,0.2540983606557377,0.18064024390243902,0.20648148148148146,0.1931196247068022,0.25019157088122607,0.305423907319642,0.27272727272727276,0.5451807228915663
Hyderabad,Telangana,0.7777777777777715,0.3968301435406698,0.2142857142857142,0.7306590257879657,0.3949027316478003,0.3297604035308953,0.628482972136223,0.3862433862433862,0.37869822485207116,Excess,1.0,0.0,High,Jul,0.40510440835266825,0.2857142857142857,1.0,0.17771084337349397,0.547945205479452,0.2161290322580645,0.19622641509433963,0.4121779859484777,0.35403963414634143,0.40648148148148144,0.36043784206411267,0.41494252873563214,0.4660347551342813,0.5991058122205665,0.6626506024096385
Hyderabad,Telangana,0.8888888888888857,0.08283492822966501,0.2142857142857142,0.1041069723018147,0.0841184843760591,0.28562421185372006,0.24045407636738905,0.12345679012345678,0.29585798816568065,Deficient,0.0,1.0,Low,Aug,0.07633410672853827,0.8095238095238095,0.13793103448275862,0.0,0.23972602739726026,0.5516129032258065,0.4679245283018868,0.039812646370023415,0.0815548780487805,0.07731481481481481,0.11545478238206933,0.12643678160919541,0.06845708267509215,0.2056631892697467,0.3253012048192771
Hyderabad,Telangana,1.0,0.47769138755980856,0.2142857142857142,0.89207258834766,0.4981359723446077,0.4243379571248424,0.3426212590299278,0.6208112874779541,0.5562130177514799,Excess,1.0,0.0,High,Jul,0.45429234338747093,0.23809523809523808,0.8275862068965517,0.4216867469879518,0.7260273972602739,0.6806451612903226,0.27358490566037735,0.3711943793911006,0.5007621951219512,0.4555555555555555,0.5014334115194162,0.5157088122605364,0.530279094260137,0.41877794336810736,0.19277108433734938
