District,State,Year,Case_Type,Annual_Rainfall_mm,Flood_Occurred,Flood_Severity,Waterlogging_Days,Waterlogging_Severity,Affected_Villages,Affected_Population,Deaths,Cattle_Lost,Crop_Area_Damaged_Hectares,Economic_Loss_Crores,Relief_Camps,NDRF_Deployed
49,0,0.0,6,0.4734541118802371,1.0,1,0.5254237288135594,3,0.9839357429718876,0.8398905515520231,0.7974683544303798,0.9558321622164224,0.834329256065771,0.7803931388506321,0.6326530612244897,1.0
49,0,0.1111111111111142,4,0.3317656410426258,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0,0.2222222222222001,2,0.4898155201536781,1.0,2,0.6779661016949152,0,0.0281124497991967,0.2254457618794663,0.9493670886075948,0.8233286488656897,0.6704030479246039,0.6456742206084888,0.836734693877551,0.0
49,0,0.3333333333333144,0,0.1961050574636505,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0,0.4444444444444286,7,0.383135163779684,1.0,1,0.9661016949152542,0,0.0120481927710843,0.2593346897457227,0.1518987341772152,0.7434250150572175,0.4904952877481451,0.6986352823337924,0.7959183673469387,1.0
49,0,0.5555555555555429,1,0.8205544331467561,1.0,0,0.0847457627118644,1,0.1666666666666666,0.9178274683531616,0.6075949367088608,0.6918289500100382,0.7826549027471426,0.3777388255915863,0.1632653061224489,1.0
49,0,0.6666666666666572,3,0.3206703540555758,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0,0.7777777777777715,5,0.089722783426622,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0,0.8888888888888857,6,0.4507998542708575,1.0,1,0.8813559322033898,0,0.3253012048192771,0.6433303599170116,0.569620253164557,0.8869704878538446,0.3854220974533788,0.7104044071616376,0.8775510204081632,0.0
49,0,1.0,4,0.3325605272745339,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,0.0,4,0.300268274103269,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,0.1111111111111142,2,0.4144669294207267,1.0,2,0.2203389830508474,2,0.1004016064257028,0.1712888256341896,0.430379746835443,0.2784581409355551,0.8343693603368759,0.86978840616001,0.1428571428571428,1.0
50,0,0.2222222222222001,0,0.1892822839731063,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,0.3333333333333144,7,0.4140363660451098,1.0,1,0.3559322033898305,3,0.4176706827309236,0.1309833321640123,0.430379746835443,0.6890182694238105,0.6622819330258672,0.3713534493552022,0.2653061224489795,1.0
50,0,0.4444444444444286,1,0.6922134269532675,1.0,0,0.1864406779661017,2,0.1526104417670682,0.4313932627063434,0.3797468354430379,0.0188717125075286,0.6623019851614197,0.7781394766495555,1.0,1.0
50,0,0.5555555555555429,3,0.2779452190905176,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,0.6666666666666572,5,0.1217169542609214,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,0.7777777777777715,6,0.4264564634186732,1.0,1,0.5423728813559322,3,0.6787148594377509,0.7511009992683392,0.810126582278481,0.0116442481429431,0.4975937437337076,0.4486039814698885,0.7959183673469387,0.0
50,0,0.8888888888888857,4,0.3138807008246945,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,1.0,2,0.5699334282780778,1.0,2,0.9322033898305084,0,0.3112449799196787,0.9855231375221754,0.1645569620253164,0.5900421602087934,0.1846801684379386,0.9527982972330036,0.2653061224489795,1.0
45,0,0.0,2,0.5589375020700164,1.0,2,0.847457627118644,0,0.9136546184738956,0.5898890481392761,0.1392405063291139,0.2174262196346115,0.8446360537397233,0.4283210216601978,0.6122448979591836,0.0
45,0,0.1111111111111142,0,0.2194548405259497,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,0.2222222222222001,7,0.3902891398668566,1.0,1,0.4745762711864407,3,0.1124497991967871,0.0788529963016046,0.2911392405063291,0.868098775346316,0.9463805895327853,0.8155753098785525,0.1632653061224489,1.0
45,0,0.3333333333333144,1,0.6886033186500183,1.0,0,0.9322033898305084,0,0.4598393574297188,0.0695939783308109,0.4556962025316455,0.0975707689219032,0.2574092640866252,0.3242769500438212,0.2040816326530612,1.0
45,0,0.4444444444444286,3,0.3453449475043885,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,0.5555555555555429,5,0.1263869108733812,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,0.6666666666666572,6,0.4374855098863975,1.0,1,0.3220338983050847,2,0.5682730923694779,0.4813747206157979,0.9620253164556962,0.7062838787392091,0.7238018849007419,0.4594966821084261,0.0,1.0
45,0,0.7777777777777715,4,0.2843374292054449,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,0.8888888888888857,2,0.5414831252277019,1.0,2,0.6271186440677966,3,0.6325301204819277,0.1983923506359436,0.5949367088607594,0.943987151174463,0.4945057148586324,0.6776011017904094,0.3877551020408163,1.0
45,0,1.0,0,0.2125658265160799,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0.0,0,0.1988209187560031,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0.1111111111111142,7,0.4015831484118836,1.0,1,0.5084745762711864,3,0.9618473895582328,0.9505898389343812,0.569620253164557,0.0447701264806263,0.8572488470022057,0.3920120195317391,0.5918367346938775,1.0
8,0,0.2222222222222001,1,0.8154539131586793,1.0,0,0.3389830508474576,3,0.6184738955823292,0.7112124522666453,0.0759493670886076,0.9044368600682594,0.7086825746942049,0.9817202954801552,0.0,1.0
8,0,0.3333333333333144,3,0.3203391514589475,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0.4444444444444286,5,0.1011492730103004,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0.5555555555555429,6,0.4990229523399463,1.0,1,0.8813559322033898,0,0.6044176706827309,0.646720054523769,0.7341772151898734,0.7904035334270227,0.0624222979747343,0.0326781019156128,0.4081632653061224,1.0
8,0,0.6666666666666572,4,0.3652171033020899,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0.7777777777777715,2,0.490014241711655,1.0,2,0.0508474576271186,1,0.4196787148594377,0.7054172972647911,0.7848101265822784,0.2272636016864083,0.3961098857028273,0.4899211218229622,0.7346938775510203,0.0
8,0,0.8888888888888857,0,0.1767297055608916,0.0,3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
