District,State,Slope_Category,Mean_Slope_Degrees,Max_Slope_Degrees,Runoff_Coefficient,Surface_Water_Flow_Speed,Waterlogging_Potential,Impervious_Runoff_mm_per_100mm_rain,Time_to_Peak_Flow_hrs,Curve_Number
49,0,2,0.4438676184295911,0.3587174348697394,0.0151515151515151,0,2,0.0151515151515151,0.2909090909090909,0.1951219512195121
50,0,1,0.1670992861778066,0.1062124248496994,0.4090909090909091,1,3,0.4090909090909091,0.6090909090909091,0.5609756097560976
45,0,0,0.081116158338741,0.0871743486973948,0.6969696969696969,2,1,0.6969696969696969,0.1909090909090909,0.1707317073170731
8,0,4,0.0032446463335496,0.0050100200400801,0.8333333333333334,4,0,0.8333333333333334,0.5727272727272728,0.4390243902439024
53,0,4,0.0275794938351719,0.032064128256513,1.0,4,0,1.0,0.790909090909091,0.5365853658536586
22,0,4,0.0152498377676833,0.0190380761523046,0.8333333333333334,4,0,0.8333333333333334,0.8090909090909091,0.6341463414634145
11,0,0,0.0756002595717066,0.0861723446893787,0.6818181818181818,2,1,0.6818181818181818,0.4,0.5609756097560976
39,0,2,0.3312783906554186,0.2124248496993987,0.1515151515151515,0,2,0.1515151515151515,0.5636363636363637,0.024390243902439
34,0,0,0.0444516547696301,0.0450901803607214,0.5454545454545454,2,1,0.5454545454545455,0.1818181818181818,0.1951219512195121
24,0,1,0.1142115509409474,0.1062124248496994,0.2575757575757575,1,3,0.2575757575757575,0.4,0.048780487804878
17,0,1,0.208955223880597,0.1803607214428857,0.5,1,3,0.5,0.1,0.6341463414634145
3,0,1,0.2057105775470473,0.2044088176352705,0.5303030303030303,1,3,0.5303030303030304,0.2909090909090909,0.0731707317073169
7,0,1,0.1612589227774172,0.1513026052104208,0.4696969696969696,1,3,0.4696969696969697,0.4272727272727273,0.4146341463414633
1,0,3,1.0,1.0,0.0,3,4,0.0,0.7363636363636364,0.5365853658536586
2,0,2,0.3857884490590526,0.3176352705410821,0.1515151515151515,0,2,0.1515151515151515,0.9909090909090909,0.3658536585365852
5,0,4,0.0035691109669046,0.0060120240480961,0.8181818181818182,4,0,0.8181818181818182,0.9181818181818184,0.7560975609756098
9,0,2,0.4033095392602206,0.4949899799599198,0.2575757575757575,0,2,0.2575757575757575,0.5545454545454546,0.3170731707317074
21,0,4,0.0,0.0,0.9242424242424242,4,0,0.9242424242424242,0.6454545454545455,0.3658536585365852
37,0,3,0.8036988968202466,0.7835671342685371,0.0303030303030303,3,4,0.0303030303030303,0.1818181818181818,0.6097560975609755
44,0,1,0.1327060350421804,0.0991983967935871,0.5909090909090909,1,3,0.5909090909090909,0.0727272727272727,0.3658536585365852
47,0,1,0.126541207008436,0.0901803607214428,0.2121212121212121,1,3,0.2121212121212121,0.6090909090909091,0.0731707317073169
13,1,0,0.0765736534717715,0.0521042084168336,0.8030303030303031,2,1,0.8030303030303031,0.5181818181818183,0.5365853658536586
41,1,0,0.0927968851395197,0.0881763527054108,0.7272727272727272,2,1,0.7272727272727274,0.7181818181818183,0.3658536585365852
29,1,0,0.0402336145360155,0.0350701402805611,0.5454545454545454,2,1,0.5454545454545455,0.6454545454545455,0.3902439024390243
42,1,0,0.0415314730694354,0.0350701402805611,0.712121212121212,2,1,0.7121212121212123,0.0,0.3658536585365852
28,1,1,0.2125243348475016,0.156312625250501,0.2727272727272727,1,3,0.2727272727272728,0.7363636363636364,0.4390243902439024
36,1,2,0.3082414016872161,0.1933867735470942,0.2272727272727273,0,2,0.2272727272727273,0.2818181818181818,0.902439024390244
