District,State,Year,Annual_Rainfall_mm,Normal_Rainfall_mm,Departure_Percent,Monsoon_Rainfall_mm,Pre_Monsoon_mm,Post_Monsoon_mm,Winter_mm,Monsoon_Percent,Rainfall_Category,Flood_Occurred,Drought_Declared,Waterlogging_Risk,Peak_Month,Peak_Rainfall_mm,Consecutive_Dry_Days_Avg,Heavy_Rain_Days,Jan_mm,Feb_mm,Mar_mm,Apr_mm,May_mm,Jun_mm,Jul_mm,Aug_mm,Sep_mm,Oct_mm,Nov_mm,Dec_mm
Visakhapatnam,Andhra Pradesh,0.0,0.39811176598995857,0.6470588235294117,0.44041944709246894,0.382460337446487,0.340725806451613,0.27141382868937053,0.44042232277526394,0.375,Normal,0.0,0.0,Medium,Jul,0.3845482322130074,0.09523809523809523,0.20689655172413793,0.16764705882352943,0.7186544342507645,0.0,0.5194085027726433,0.30902777777777773,0.4032625189681336,0.3845482322130074,0.4211177052423344,0.35043936731107206,0.37747336377473356,0.3548795944233206,0.0
Visakhapatnam,Andhra Pradesh,0.11111111111111427,0.4821545514079896,0.6470588235294117,0.5738798856053383,0.46323344245781906,0.45295698924731187,0.476780185758514,0.0,0.34999999999999964,Normal,0.0,0.0,Medium,Jul,0.4834133566128328,0.8571428571428572,0.20689655172413793,0.0,0.0,0.5987460815047023,0.3918669131238447,0.36111111111111105,0.4836874051593324,0.4834133566128328,0.4579624134520277,0.45799648506151136,0.46017250126839165,0.5158428390367554,0.25
Visakhapatnam,Andhra Pradesh,0.22222222222220012,0.39129011132940406,0.6470588235294117,0.428979980934223,0.3740871317048602,0.33803763440860224,0.44994840041279677,0.6319758672699849,0.3583333333333343,Normal,0.0,0.0,Medium,Jul,0.36665211697948497,0.7142857142857142,0.20689655172413793,0.5441176470588235,0.7155963302752292,0.4137931034482759,0.22920517560073936,0.3333333333333333,0.3827769347496206,0.36665211697948497,0.36968348170128584,0.3764499121265378,0.4469812278031456,0.39036755386565275,0.5034722222222222
Visakhapatnam,Andhra Pradesh,0.3333333333333144,0.5761842392490722,0.6470588235294117,0.7225929456625356,0.5703223369428355,0.4838709677419356,0.45304437564499495,0.6546003016591252,0.4833333333333343,Excess,1.0,0.0,High,Jul,0.5608904408555216,0.9047619047619047,0.13793103448275862,0.6647058823529413,0.6360856269113149,0.5266457680250785,0.2624768946395563,0.5219907407407407,0.6217754172989378,0.5608904408555216,0.5952027695351138,0.5293497363796134,0.573820395738204,0.458808618504436,0.3263888888888889
Visakhapatnam,Andhra Pradesh,0.44444444444442865,0.4094629993451212,0.6470588235294117,0.45757864632983786,0.3975069252077562,0.6733870967741936,0.49845201238390097,0.44494720965309204,0.4166666666666661,Normal,0.0,0.0,Medium,Jul,0.38760366652116984,0.09523809523809523,0.13793103448275862,0.3911764705882353,0.49541284403669716,0.5235109717868339,0.6580406654343808,0.6018518518518519,0.4609256449165403,0.38760366652116984,0.43026706231454004,0.3409490333919155,0.4094368340943683,0.5830164765525983,0.1388888888888889
Visakhapatnam,Andhra Pradesh,0.5555555555555429,0.20748744815542458,0.6470588235294117,0.13727359389895133,0.2042936288088642,0.31115591397849474,0.47781217750258004,0.39215686274509803,0.5500000000000007,Deficient,0.0,1.0,Low,Jul,0.18725447402880838,0.6190476190476191,0.3103448275862069,0.5411764705882353,0.23241590214067273,0.4043887147335424,0.1386321626617375,0.34722222222222215,0.2549317147192717,0.18725447402880838,0.1941147378832839,0.16274165202108962,0.33536276002029425,0.34600760456273766,0.71875
Visakhapatnam,Andhra Pradesh,0.6666666666666572,0.6132940406024886,0.6470588235294117,0.7816968541468063,0.611810627046084,0.6243279569892474,0.5242518059855521,0.6621417797888386,0.5250000000000004,Excess,1.0,0.0,High,Jul,0.620253164556962,1.0,0.6551724137931034,0.6794117647058824,0.6360856269113149,0.9122257053291538,0.499075785582255,0.4733796296296296,0.6680576631259485,0.620253164556962,0.6107814045499506,0.5543057996485061,0.6402841197361746,0.5019011406844106,0.4479166666666667
Visakhapatnam,Andhra Pradesh,0.7777777777777715,0.5901549879938879,0.6470588235294117,0.744518589132507,0.6091664568118862,0.5557795698924731,0.630546955624355,0.27752639517345395,0.708333333333333,Excess,1.0,0.0,High,Jul,0.5735486687036229,0.2857142857142857,1.0,0.1941176470588235,0.36085626911314983,0.24137931034482762,0.3752310536044362,0.6805555555555555,0.6707132018209409,0.5735486687036229,0.6008902077151336,0.604920913884007,0.6712328767123288,0.43726235741444863,0.982638888888889
Visakhapatnam,Andhra Pradesh,0.8888888888888857,0.3342610783671688,0.6470588235294117,0.3384175405147759,0.3510450768068496,0.23118279569892478,0.3725490196078432,0.14479638009049772,0.7916666666666661,Normal,0.0,0.0,Low,Jul,0.3509384548232213,0.8095238095238095,0.20689655172413793,0.0,0.2935779816513761,0.0,0.22920517560073936,0.30208333333333326,0.39264036418816395,0.3509384548232213,0.3125618199802176,0.3536028119507908,0.43480466768138,0.4790874524714828,0.0
Visakhapatnam,Andhra Pradesh,1.0,0.658316961362148,0.6470588235294117,0.8531935176358436,0.6250944346512213,0.5934139784946237,0.5665634674922602,0.20060331825037708,0.25833333333333375,Excess,1.0,0.0,High,Jul,0.6217808817110433,0.2857142857142857,1.0,0.31764705882352945,0.0764525993883792,0.6583072100313481,0.43992606284658037,0.5509259259259259,0.6733687405159333,0.6217808817110433,0.6261127596439169,0.5764499121265377,0.6732623033992897,0.4461343472750317,0.7430555555555556
Vizianagaram,Andhra Pradesh,0.0,0.6731608819035146,0.588235294117647,0.9437559580552907,0.6700453286325861,0.8944892473118281,0.7017543859649124,0.5610859728506787,0.5083333333333337,Excess,1.0,0.0,High,Jul,0.6377127891750327,0.0,0.896551724137931,0.8029411764705883,0.3027522935779816,0.774294670846395,0.7670979667282809,0.8217592592592592,0.7219271623672231,0.6377127891750327,0.6758160237388725,0.6562390158172231,0.7163876204972095,0.541191381495564,0.9375
Vizianagaram,Andhra Pradesh,0.11111111111111427,0.23641126391617556,0.588235294117647,0.21734985700667295,0.23111306975572898,0.4287634408602151,0.6026831785345718,0.0,0.5083333333333337,Deficient,0.0,0.0,Low,Jul,0.23352247926669575,0.6666666666666667,0.06896551724137931,0.0,0.0,0.5579937304075236,0.39926062846580407,0.32986111111111105,0.244309559939302,0.23352247926669575,0.21538081107814047,0.21862917398945517,0.33384069000507355,0.49429657794676807,0.732638888888889
Vizianagaram,Andhra Pradesh,0.22222222222220012,0.6101287928399913,0.588235294117647,0.8388941849380361,0.6035633341727523,0.7177419354838711,0.6986584107327143,0.6199095022624435,0.47499999999999964,Excess,1.0,0.0,High,Jul,0.596027935399389,0.3333333333333333,0.48275862068965514,0.5941176470588235,0.6391437308868501,0.3416927899686521,0.765249537892791,0.6782407407407408,0.6009104704097117,0.596027935399389,0.6308110781404551,0.534622144112478,0.7072552004058852,0.6387832699619771,0.6597222222222222
Vizianagaram,Andhra Pradesh,0.3333333333333144,0.255129884304737,0.588235294117647,0.24785510009532885,0.24427096449257107,0.2782258064516129,0.2920536635706915,0.36651583710407243,0.4166666666666661,Normal,0.0,0.0,Low,Jul,0.250109122653863,1.0,0.20689655172413793,0.6411764705882353,0.0764525993883792,0.5266457680250785,0.25508317929759705,0.17245370370370366,0.21927162367223066,0.250109122653863,0.28363006923837786,0.22530755711775044,0.2851344495180112,0.26489226869455,0.3159722222222222
Vizianagaram,Andhra Pradesh,0.44444444444442865,0.6348504693298407,0.588235294117647,0.8798856053384174,0.6236464366658272,0.6182795698924732,0.6150670794633644,0.4720965309200604,0.4416666666666673,Excess,1.0,0.0,High,Jul,0.637494543867307,0.7142857142857142,0.5862068965517241,0.4588235294117647,0.48012232415902134,0.14420062695924765,0.8391866913123843,0.5335648148148148,0.6221547799696511,0.637494543867307,0.6337784371909002,0.5971880492091387,0.6478944698122779,0.697084917617237,0.21875
Vizianagaram,Andhra Pradesh,0.5555555555555429,0.49574328749181407,0.588235294117647,0.648236415633937,0.5049106018635103,0.5288978494623656,0.33436532507739947,0.334841628959276,0.6416666666666666,Excess,0.0,0.0,High,Jul,0.49410737669140126,0.3333333333333333,0.27586206896551724,0.3088235294117647,0.3577981651376146,0.1755485893416928,0.6173752310536044,0.5069444444444444,0.5053110773899849,0.49410737669140126,0.524975272007913,0.4650263620386643,0.5946220192795535,0.43219264892268694,0.0
Vizianagaram,Andhra Pradesh,0.6666666666666572,0.3573455577384851,0.588235294117647,0.41849380362249755,0.34216821959204224,0.6068548387096775,0.2827657378740971,0.030165912518853696,0.375,Normal,0.0,0.0,Low,Jul,0.32453077258838936,0.14285714285714285,0.034482758620689655,0.058823529411764705,0.0,0.7147335423197493,0.5748613678373382,0.46874999999999994,0.3437025796661609,0.32453077258838936,0.31800197823936693,0.3616871704745166,0.4672754946727549,0.3688212927756654,0.0
Vizianagaram,Andhra Pradesh,0.7777777777777715,0.14936695044750053,0.588235294117647,0.07244995233555768,0.13302694535381515,0.3165322580645161,0.10939112487100106,0.4042232277526395,0.3000000000000007,Deficient,0.0,1.0,Low,Jul,0.12396333478830204,0.7619047619047619,0.13793103448275862,0.4088235294117647,0.39449541284403666,0.0,0.3807763401109057,0.35416666666666663,0.11987860394537184,0.12396333478830204,0.1614737883283878,0.11318101933216171,0.22729578893962454,0.09125475285171103,0.17708333333333334
Vizianagaram,Andhra Pradesh,0.8888888888888857,0.5185003274394239,0.588235294117647,0.6863679694947569,0.5086879879123646,0.5389784946236559,0.5521155830753355,0.7164404223227753,0.4500000000000002,Excess,1.0,0.0,High,Jul,0.4801396769969446,0.14285714285714285,0.4482758620689655,0.6705882352941177,0.7553516819571864,0.6739811912225706,0.5878003696857671,0.3587962962962962,0.5534901365705615,0.4801396769969446,0.5336300692383779,0.47486818980667833,0.5611364789446982,0.4233206590621039,0.7569444444444445
Vizianagaram,Andhra Pradesh,1.0,0.3452848722986248,0.588235294117647,0.39847473784556714,0.33121380005036505,0.4395161290322581,0.69453044375645,0.36651583710407243,0.38333333333333375,Normal,0.0,0.0,Low,Jul,0.3125272806634658,0.7619047619047619,0.24137931034482757,0.6205882352941177,0.09785932721712537,0.3510971786833856,0.5748613678373382,0.31481481481481477,0.42071320182094085,0.3125272806634658,0.30242334322453024,0.36906854130052713,0.3252156265854896,0.5741444866920151,0.8229166666666666
Srikakulam,Andhra Pradesh,0.0,0.4896856581532417,0.7058823529411764,0.536701620591039,0.5031478217073784,0.35080645161290325,0.5665634674922602,0.21266968325791855,0.6833333333333336,Normal,0.0,0.0,Medium,Jul,0.5128764731558272,0.8095238095238095,0.20689655172413793,0.09999999999999999,0.32721712538226294,0.0,0.321626617375231,0.45023148148148145,0.5125189681335357,0.5128764731558272,0.5049455984174085,0.49103690685413004,0.5306950786402842,0.6159695817490495,0.2777777777777778
Srikakulam,Andhra Pradesh,0.11111111111111427,0.790329622353198,0.7058823529411764,0.9933269780743563,0.7658650214051875,0.9758064516129034,0.7337461300309598,0.5475113122171945,0.34999999999999964,Excess,1.0,0.0,High,Jul,0.7708424268878219,0.0,0.6206896551724138,0.3764705882352941,0.7186544342507645,0.8996865203761757,0.9075785582255083,0.8275462962962963,0.808421851289833,0.7708424268878219,0.7462908011869437,0.7838312829525482,0.7346524606798579,0.835234474017744,0.23958333333333334
Srikakulam,Andhra Pradesh,0.22222222222220012,0.44946518227461263,0.7058823529411764,0.4756911344137273,0.43962477965248037,0.41129032258064524,0.6635706914344686,0.30769230769230765,0.4416666666666673,Normal,0.0,0.0,Medium,Jul,0.4635530336097775,0.5238095238095237,0.034482758620689655,0.5647058823529412,0.03669724770642201,0.32288401253918503,0.4362292051756007,0.36342592592592593,0.43399089529590285,0.4635530336097775,0.44213649851632053,0.3757469244288224,0.5337392186707255,0.6425855513307985,0.53125
Srikakulam,Andhra Pradesh,0.3333333333333144,0.38392272429600527,0.7058823529411764,0.37654909437559575,0.387433895744145,0.33131720430107536,0.33952528379772967,0.30015082956259426,0.6083333333333343,Normal,0.0,0.0,Low,Jul,0.376036665211698,0.23809523809523808,0.06896551724137931,0.22647058823529412,0.37308868501529047,0.0219435736677116,0.5083179297597042,0.29166666666666663,0.3877086494688923,0.376036665211698,0.3986152324431256,0.38910369068541295,0.44850329781836623,0.2826362484157161,0.42708333333333337
Srikakulam,Andhra Pradesh,0.44444444444442865,0.38414101724514305,0.7058823529411764,0.37654909437559575,0.3672248803827751,0.5658602150537635,0.4024767801857586,0.12518853695324283,0.3583333333333343,Normal,0.0,0.0,Low,Jul,0.3461370580532519,0.0,0.20689655172413793,0.24411764705882355,0.0,0.12852664576802508,0.6543438077634011,0.5648148148148149,0.39264036418816395,0.3461370580532519,0.35311572700296745,0.35254833040421785,0.4946727549467275,0.27756653992395436,0.6527777777777778
Srikakulam,Andhra Pradesh,0.5555555555555429,0.5441497489631086,0.7058823529411764,0.6196377502383221,0.5530722739864014,0.6740591397849464,0.7832817337461301,0.3966817496229261,0.625,Excess,0.0,0.0,High,Jul,0.5381929288520297,0.6190476190476191,0.10344827586206896,0.3852941176470588,0.4036697247706421,0.6865203761755486,0.5822550831792975,0.5902777777777778,0.5705614567526556,0.5381929288520297,0.554648862512364,0.5528998242530755,0.6052765093860983,0.6869455006337136,0.8125
Srikakulam,Andhra Pradesh,0.6666666666666572,0.5543003710980137,0.7058823529411764,0.6348903717826501,0.5304079576932762,0.6344086021505377,0.6522187822497422,0.19909502262443438,0.3166666666666673,Excess,0.0,0.0,High,Jul,0.5264076822348319,0.6666666666666667,0.0,0.2852941176470588,0.10703363914373087,0.5297805642633229,0.6913123844731976,0.5115740740740741,0.5451441578148711,0.5264076822348319,0.5269535113748764,0.5072056239015816,0.6067985794013191,0.5703422053231939,0.6909722222222222
Srikakulam,Andhra Pradesh,0.7777777777777715,0.2627155642872736,0.7058823529411764,0.1925643469971401,0.24911860992193396,0.28494623655913986,0.36635706914344696,0.23529411764705882,0.38333333333333375,Deficient,0.0,0.0,Low,Jul,0.24901789611523353,0.9523809523809523,0.1724137931034483,0.22941176470588234,0.23853211009174308,0.15673981191222572,0.3290203327171904,0.2743055555555555,0.24848254931714722,0.24901789611523353,0.22403560830860533,0.254481546572935,0.3678335870116692,0.41444866920152096,0.15625
