District,State,Year,Case_Type,Annual_Rainfall_mm,Jan_mm,Feb_mm,Mar_mm,Apr_mm,May_mm,Jun_mm,Jul_mm,Aug_mm,Sep_mm,Oct_mm,Nov_mm,Dec_mm,Monsoon_Rainfall_mm,Monsoon_Percent,Rainfall_Category,Flood_Risk
49,0,0.0,6,0.4321379392923426,0.5126436781609196,0.4038461538461538,0.4636118598382748,0.4038461538461538,0.4598743893928821,0.4430251419302513,0.4480095068330362,0.4553110567780494,0.4139507154213037,0.4491719017704169,0.4307282415630551,0.3951434878587196,0.4432855726156687,0.6514522821576763,1,1
49,0,0.1111111111111142,4,0.329820990241274,0.0,0.0021367521367521,0.0,0.4793956043956043,0.3921842288904397,0.3653690186536902,0.3496137849079025,0.3465091007878294,0.3167726550079491,0.3506567675613934,0.2300177619893428,0.3664459161147903,0.3459631364771056,0.7178423236514524,3,3
49,0,0.2222222222222001,2,0.4089385140393941,0.6528735632183907,0.3354700854700854,0.3369272237196765,0.3173076923076923,0.465457083042568,0.4205190592051905,0.4135472370766488,0.3936430317848411,0.4050079491255962,0.4114791547687035,0.4333925399644761,0.6269315673289183,0.4079950757446227,0.5601659751037342,1,1
49,0,0.3333333333333144,0,0.1780518469735975,0.0735632183908046,0.1175213675213675,0.3584905660377358,0.0219780219780219,0.2274947662247034,0.198905109489051,0.1715983363042186,0.1676174952458571,0.1569952305246423,0.1701884637350085,0.2149200710479574,0.1214128035320088,0.1725199192969257,0.4398340248962658,0,2
49,0,0.4444444444444286,7,0.4500688499072022,0.1034482758620689,0.1645299145299145,0.1698113207547169,0.5151098901098901,0.3942777390090719,0.4628953771289538,0.4427807486631016,0.4403694648193426,0.4155405405405405,0.4545973729297544,0.3419182948490231,0.163355408388521,0.442293882296618,0.5103734439834029,1,1
49,0,0.5555555555555429,1,0.6349757528587678,0.7425287356321838,0.2264957264957265,0.8840970350404311,0.4560439560439561,0.7187718073970691,0.6508515815085157,0.6524064171122995,0.6431676174952459,0.6373211446740861,0.57824100513992,0.5452930728241564,0.2472406181015452,0.6383407995075745,0.5933609958506225,2,0
49,0,0.6666666666666572,3,0.2402263066514997,0.0,0.0854700854700854,0.1859838274932614,0.0796703296703296,0.2909979064898814,0.2558799675587997,0.2351752822341057,0.245721271393643,0.2056836248012719,0.2475728155339805,0.3658969804618118,0.0883002207505518,0.2377321068289847,0.5145228215767634,3,2
49,0,0.7777777777777715,5,0.0945339160629827,0.0,0.2371794871794871,0.0,0.0,0.1325889741800419,0.0746147607461475,0.1107546048722519,0.0791904373811464,0.095389507154213,0.0825242718446602,0.1847246891651865,0.4083885209713024,0.0906883698662927,0.385892116182573,4,2
49,0,0.8888888888888857,6,0.3975633119798838,0.3908045977011494,0.3739316239316239,0.4555256064690026,0.2898351648351648,0.4919748778785764,0.408353609083536,0.4121212121212121,0.4100787829394187,0.3744038155802862,0.4180468303826384,0.3641207815275311,0.576158940397351,0.405190985876962,0.6265560165975104,1,1
49,0,1.0,4,0.3015027240615458,0.5287356321839081,0.3696581196581197,0.4932614555256064,0.3159340659340659,0.4033496161898117,0.3227899432278994,0.3017231134878194,0.3103776147785927,0.2623211446740858,0.2824100513992004,0.3490230905861456,0.1147902869757174,0.2983620011626714,0.5228215767634858,3,2
50,0,0.0,4,0.2887205891157277,0.2045977011494253,0.0021367521367521,0.1347708894878706,0.3324175824175824,0.3147243545010468,0.3055555555555556,0.2972073677956031,0.2995110024449878,0.2740461049284579,0.3212450028555111,0.2593250444049734,0.2008830022075055,0.298088431419485,0.6556016597510377,3,2
50,0,0.1111111111111142,2,0.5060767526791594,0.632183908045977,0.5213675213675214,0.1698113207547169,0.6758241758241759,0.5436147941381717,0.5523114355231142,0.494949494949495,0.5252648736756316,0.4745627980922098,0.5045688178183896,0.3880994671403198,0.6357615894039735,0.509899805081558,0.5975103734439835,2,1
50,0,0.2222222222222001,0,0.1778722385200263,0.2160919540229885,0.0982905982905982,0.0,0.2843406593406593,0.1828332170272156,0.2019464720194647,0.1947712418300653,0.2019831567508829,0.1889904610492846,0.1396344945745288,0.1589698046181172,0.315673289183223,0.1901993639503471,0.7344398340248963,0,2
50,0,0.3333333333333144,7,0.3506555708555349,0.3172413793103448,0.0,0.1105121293800538,0.1620879120879121,0.4152128401953943,0.3471208434712084,0.3477124183006536,0.3724531377343113,0.3519475357710652,0.3063963449457452,0.261101243339254,0.3708609271523179,0.3496221317922238,0.5518672199170127,1,3
50,0,0.4444444444444286,1,0.6500628629587499,0.3517241379310345,0.7735042735042735,0.7169811320754716,0.6510989010989011,0.6517794836008374,0.6820762368207622,0.6436125965537731,0.649823417549579,0.6206279809220987,0.6050828098229584,0.7353463587921848,0.6688741721854305,0.6430940737954383,0.5394190871369293,2,0
50,0,0.5555555555555429,3,0.2395677423217386,0.0298850574712643,0.0448717948717948,0.0,0.2321428571428571,0.2107466852756455,0.2629764801297648,0.2386215092097445,0.2310513447432763,0.2009141494435612,0.2033123929183323,0.2992895204262878,0.1766004415011037,0.2301063502376637,0.4232365145228214,3,2
50,0,0.6666666666666572,5,0.0780398730766928,0.3655172413793103,0.3995726495726495,0.0,0.1785714285714285,0.049546406140963,0.0577858880778588,0.0918597742127153,0.0755229557185547,0.0614069952305246,0.0939463163906339,0.1953818827708703,0.1743929359823399,0.0770098827069726,0.4439834024896267,4,2
50,0,0.7777777777777715,6,0.4461773334131593,0.2183908045977011,0.5405982905982907,0.1859838274932614,0.6346153846153847,0.482205163991626,0.4436334144363341,0.4639334521687463,0.4597935343656615,0.4203100158982512,0.4129069103369502,0.4396092362344583,0.0463576158940397,0.4458502889580412,0.5643153526970957,1,1
50,0,0.8888888888888857,4,0.2564808716996946,0.1770114942528735,0.1324786324786324,0.2398921832884097,0.1826923076923077,0.2840195394277739,0.2903487429034874,0.2461081402257873,0.2617495245857104,0.2241653418124006,0.2752712735579668,0.238898756660746,0.2649006622516556,0.257223951031016,0.5560165975103737,3,2
50,0,1.0,2,0.3946895767227444,0.0919540229885057,0.3055555555555556,0.2776280323450135,0.5824175824175823,0.4501046755059317,0.4237631792376317,0.4112893642305407,0.3820972561803857,0.386724960254372,0.3957738435179896,0.5124333925399646,0.1854304635761589,0.3999589645385221,0.6099585062240664,1,1
45,0,0.0,2,0.4462671376399448,0.0988505747126436,0.0384615384615384,0.7870619946091644,0.5192307692307692,0.5024424284717377,0.4478913219789131,0.4512180629827689,0.4327628361858191,0.4342209856915739,0.4785836664762992,0.5355239786856129,0.2538631346578366,0.4463632322265157,0.5684647302904566,1,1
45,0,0.1111111111111142,0,0.2121774531521283,0.0114942528735632,0.4700854700854701,0.5876010781671159,0.3571428571428571,0.2519190509420796,0.2459448499594484,0.2084373143196672,0.2310513447432763,0.2090620031796503,0.1724728726442033,0.1865008880994671,0.0,0.216256881988852,0.5975103734439835,0,2
45,0,0.2222222222222001,7,0.4717715380470574,0.3793103448275862,0.3653846153846154,0.5768194070080862,0.4175824175824175,0.3907885554780182,0.5066909975669099,0.4623885918003565,0.4765009508285792,0.4439586645468999,0.4274700171330668,0.5541740674955595,0.6931567328918322,0.4660602537359368,0.5311203319502078,1,1
45,0,0.3333333333333144,1,0.8084775190085612,0.9333333333333332,0.7841880341880343,0.6307277628032344,0.6085164835164835,0.7613398464759247,0.8128548256285482,0.7944147355912062,0.7939418636240152,0.809220985691574,0.741290691033695,0.8294849023090588,0.3929359823399559,0.7935916287658584,0.5186721991701244,2,0
45,0,0.4444444444444286,3,0.2381608094354307,0.0,0.3098290598290598,0.045822102425876,0.2252747252747252,0.2609909281228192,0.2716950527169505,0.2496732026143791,0.2333604998641673,0.2058823529411764,0.2010279840091376,0.197158081705151,0.0485651214128035,0.2359197072803748,0.5145228215767634,3,2
45,0,0.5555555555555429,5,0.0825899539004969,0.2229885057471264,0.2158119658119658,0.0,0.0659340659340659,0.0369853454291695,0.1092862935928629,0.071420083184789,0.0954903558815539,0.0896263910969793,0.1145059965733866,0.0470692717584369,0.0088300220750551,0.0921588072359197,0.7551867219917012,4,2
45,0,0.6666666666666572,6,0.4583907082560019,0.2275862068965517,0.2756410256410256,0.2075471698113207,0.4436813186813186,0.3586880669923238,0.4916869424168694,0.4450386215092097,0.4633251833740832,0.4356120826709063,0.4557395773843517,0.5683836589698047,0.4657836644591612,0.4571692370823787,0.5601659751037342,1,1
45,0,0.7777777777777715,4,0.2701610489133688,0.193103448275862,0.2307692307692307,0.3099730458221024,0.3612637362637362,0.2316817864619679,0.259529602595296,0.2695187165775401,0.2932627003531649,0.2410572337042925,0.3041119360365505,0.2904085257548846,0.2030905077262693,0.2730567999179291,0.5850622406639006,3,2
45,0,0.8888888888888857,2,0.5566365323594563,0.432183908045977,0.5705128205128205,0.4582210242587601,0.717032967032967,0.5854849965108164,0.585360908353609,0.5515151515151515,0.5711763107851127,0.5530604133545309,0.5205596801827528,0.4431616341030195,0.6379690949227373,0.558732004240331,0.5850622406639006,2,1
45,0,1.0,0,0.2119679099562952,0.1678160919540229,0.2393162393162393,0.5175202156334231,0.2156593406593406,0.3189113747383112,0.2276966747769667,0.2269756387403446,0.2332246672099973,0.2205882352941176,0.1850371216447744,0.261101243339254,0.1214128035320088,0.2225489860821393,0.6929460580912861,0,2
8,0,0.0,0,0.1425193079087588,0.0896551724137931,0.0,0.4501347708894878,0.0,0.2554082344731333,0.1437550689375506,0.1415329768270944,0.1275468622656886,0.1138712241653418,0.1393489434608795,0.2788632326820604,0.0,0.1333652498033717,0.3402489626556018,0,2
8,0,0.1111111111111142,7,0.4902113392803687,0.6643678160919539,0.3504273504273504,0.3396226415094339,0.3791208791208791,0.5073272854152128,0.4772911597729115,0.4743909685086155,0.4914425427872861,0.4531001589825119,0.4583095374071958,0.3996447602131439,0.2295805739514349,0.4735834216735629,0.4564315352697092,1,1
8,0,0.2222222222222001,1,0.6368317068790037,0.1862068965517241,0.2393162393162393,0.7088948787061994,0.8186813186813187,0.7229588276343336,0.6492295214922952,0.6251931075460487,0.6464276011953274,0.6242050874403817,0.6613363792118789,0.4893428063943162,0.6887417218543047,0.6387511541223541,0.5892116182572615,2,0
8,0,0.3333333333333144,3,0.2653714901514697,0.057471264367816,0.3247863247863248,0.0727762803234501,0.3516483516483517,0.2777390090718772,0.2727088402270884,0.2704693998811646,0.2612061939690301,0.2672893481717011,0.2578526556253569,0.2371225577264654,0.445916114790287,0.2664569298635571,0.5643153526970957,3,2
8,0,0.4444444444444286,5,0.1301562593546069,0.0,0.0,0.0323450134770889,0.2884615384615384,0.2498255408234473,0.1684914841849148,0.1487819370172311,0.1265960336864982,0.1496422893481717,0.1145059965733866,0.0488454706927175,0.4260485651214128,0.1425640324180145,0.7717842323651452,4,2
8,0,0.5555555555555429,6,0.4356403041369813,0.4988505747126436,0.0576923076923076,0.6172506738544473,0.5961538461538461,0.3852058618283322,0.4430251419302513,0.4330362448009507,0.450013583265417,0.4087837837837839,0.3994860079954311,0.4120781527531084,0.2229580573951435,0.430803953082789,0.5311203319502078,1,1
8,0,0.6666666666666572,4,0.3559540202358857,0.1241379310344827,0.2863247863247863,0.7169811320754716,0.4217032967032967,0.435450104675506,0.3961881589618815,0.3674390968508615,0.3685139907633795,0.373012718600954,0.3937749857224443,0.3419182948490231,0.0088300220750551,0.3766713401497794,0.7510373443983402,3,3
8,0,0.7777777777777715,2,0.4768604442315751,0.1586206896551724,0.3183760683760684,0.1698113207547169,0.5192307692307692,0.446615491974878,0.516220600162206,0.495187165775401,0.4830209182287422,0.4521065182829889,0.4745859508852084,0.5683836589698047,0.3222958057395144,0.4857914714632562,0.6307053941908713,1,1
8,0,0.8888888888888857,0,0.1864635095491827,0.0183908045977011,0.1346153846153846,0.1266846361185983,0.1071428571428571,0.2016748080949058,0.1857258718572587,0.1857397504456328,0.1922032056506384,0.1913751987281399,0.175613934894346,0.3170515097690942,0.4083885209713024,0.1871217043395,0.5435684647302907,0,2
8,0,1.0,7,0.3935819912590552,0.1655172413793103,0.2777777777777778,0.0727762803234501,0.3379120879120879,0.4438241451500349,0.4184914841849148,0.4002376708259061,0.406547133930997,0.3650635930047695,0.3737864077669902,0.4351687388987567,0.5739514348785872,0.3956844373012345,0.5809128630705391,1,3
53,0,0.0,7,0.3857390887864454,0.1793103448275862,0.0042735042735042,0.555256064690027,0.1909340659340659,0.3593859036985345,0.4014598540145985,0.4030897207367795,0.3734039663135018,0.3692368839427664,0.3392347230154197,0.3392539964476022,0.3973509933774835,0.3818691652703211,0.5311203319502078,1,1
53,0,0.1111111111111142,1,0.5844459079207327,0.2804597701149425,0.2008547008547008,0.628032345013477,0.6565934065934066,0.6078157711095604,0.6287510137875101,0.5675579322638147,0.5944036946481934,0.5786963434022259,0.5770988006853227,0.6811722912966254,0.1434878587196468,0.5876962008001916,0.5933609958506225,2,0
53,0,0.2222222222222001,3,0.2525294857211279,0.4436781609195402,0.2179487179487179,0.1320754716981132,0.3914835164835165,0.1779483600837404,0.2607461476074614,0.2565656565656565,0.2650095082857919,0.2178060413354531,0.2295830953740719,0.238898756660746,0.3002207505518764,0.249495605786,0.5103734439834029,3,2
53,0,0.3333333333333144,5,0.1055499012153505,0.1954022988505747,0.0,0.5229110512129379,0.2898351648351648,0.1256106071179344,0.140713706407137,0.1114676173499702,0.1276826949198587,0.1154610492845787,0.1527698458023986,0.2442273534635879,0.0,0.126115651608932,1.0000000000000004,4,2
53,0,0.4444444444444286,6,0.3693947195114649,0.2390804597701149,0.5833333333333334,0.2102425876010781,0.2376373626373626,0.4521981856245639,0.379764801297648,0.3863339275103981,0.3599565335506656,0.3680445151033387,0.3592233009708738,0.2539964476021314,0.434878587196468,0.3721916356051021,0.5892116182572615,1,1
53,0,0.5555555555555429,4,0.259594084894929,0.0,0.0,0.0,0.445054945054945,0.3189113747383112,0.2956204379562044,0.2690433749257279,0.2654170062483021,0.2374801271860095,0.3021130782410051,0.2326820603907637,0.2030905077262693,0.2711418117156243,0.6887966804979255,3,2
53,0,0.6666666666666572,2,0.4253427527988983,0.6896551724137931,0.126068376068376,0.2830188679245283,0.5041208791208791,0.3314724354501047,0.4464720194647201,0.4265002970885324,0.4208095626188536,0.3986486486486487,0.4189034837235865,0.3809946714031972,0.315673289183223,0.4227336456587901,0.5477178423236513,1,1
53,0,0.7777777777777715,0,0.1409627013111417,0.4666666666666667,0.0,0.0,0.1043956043956043,0.1772505233775297,0.1605839416058394,0.1414141414141414,0.1661233360499864,0.1222178060413354,0.1653340948029697,0.1998223801065719,0.3421633554083885,0.1504291625346236,0.705394190871369,0,2
53,0,0.8888888888888857,7,0.4265102077471112,0.6298850574712643,0.5042735042735043,0.5822102425876011,0.3626373626373626,0.3503140265177949,0.4144363341443633,0.4192513368983958,0.4280086932898669,0.4167329093799682,0.4420331239291833,0.5399644760213145,0.0927152317880794,0.4229388229661799,0.5394190871369293,1,1
53,0,1.0,1,0.5465784589594683,0.5149425287356322,0.576923076923077,0.8113207547169811,0.7197802197802198,0.6371249127704117,0.5569748580697486,0.5434343434343435,0.5362673186634066,0.5459062003179651,0.5468303826384923,0.6207815275310836,0.1677704194260485,0.5447457511199261,0.5643153526970957,2,0
22,0,0.0,1,0.5682512123570616,0.5241379310344828,0.2713675213675213,0.2830188679245283,0.7087912087912088,0.4640614096301466,0.5833333333333333,0.5554367201426026,0.5704971475142624,0.5852543720190779,0.547401484865791,0.63854351687389,0.1964679911699779,0.5681017679444653,0.5726141078838176,2,0
