District,State,Year,Annual_Rainfall_mm,Normal_Rainfall_mm,Departure_Percent,Monsoon_Rainfall_mm,Pre_Monsoon_mm,Post_Monsoon_mm,Winter_mm,Monsoon_Percent,Rainfall_Category,Flood_Occurred,Drought_Declared,Waterlogging_Risk,Peak_Month,Peak_Rainfall_mm,Consecutive_Dry_Days_Avg,Heavy_Rain_Days,Jan_mm,Feb_mm,Mar_mm,Apr_mm,May_mm,Jun_mm,Jul_mm,Aug_mm,Sep_mm,Oct_mm,Nov_mm,Dec_mm
5,0,0.0,0.30627990430622,0.2142857142857142,0.5501432664756447,0.336880634447231,0.4110970996216898,0.4272445820433437,0.599647266313933,0.668639053254438,2,0.0,0.0,2,1,0.3419953596287703,0.7142857142857142,0.1379310344827586,0.4969879518072289,0.5993150684931506,0.1225806451612903,0.4660377358490565,0.4297423887587821,0.3643292682926828,0.3435185185185185,0.3322908522283033,0.3505747126436782,0.2896261190100053,0.5350223546944859,0.2048192771084337
5,0,0.1111111111111142,0.0902511961722487,0.2142857142857142,0.1184336198662845,0.0776791161119771,0.3694829760403531,0.3735810113519092,0.0952380952380952,0.0769230769230775,0,0.0,1.0,1,1,0.0958236658932714,0.4285714285714285,0.1724137931034483,0.0,0.184931506849315,0.5032258064516129,0.3169811320754717,0.306791569086651,0.0884146341463414,0.0979166666666666,0.0943445400052123,0.0819923371647509,0.0658241179568193,0.2593144560357675,0.6054216867469879
5,0,0.2222222222222001,0.2608851674641147,0.2142857142857142,0.4594078319006686,0.2745882193452179,0.2976040353089533,0.2414860681114551,0.3862433862433862,0.5088757396449708,2,0.0,0.0,2,1,0.2928074245939674,0.6190476190476191,0.0689655172413793,0.0120481927710843,0.7363013698630136,0.3677419354838709,0.0886792452830188,0.3641686182669789,0.2682926829268293,0.2944444444444444,0.2684388845452176,0.2532567049808429,0.3127962085308057,0.3651266766020865,0.0060240963855421
5,0,0.3333333333333144,0.3472488038277511,0.2142857142857142,0.6313276026743075,0.356876567477801,0.4155107187894073,0.3725490196078431,0.1534391534391534,0.4674556213017755,1,0.0,0.0,0,1,0.3679814385150812,0.1428571428571428,0.1034482758620689,0.1566265060240963,0.1198630136986301,0.2096774193548387,0.2773584905660377,0.5234192037470726,0.325076219512195,0.3694444444444444,0.3171748762053687,0.4160919540229884,0.3807266982622433,0.503725782414307,0.108433734939759
5,0,0.4444444444444286,0.3992224880382774,0.2142857142857142,0.7354345749761223,0.4041889785128447,0.5100882723833544,0.435500515995872,0.4215167548500881,0.4378698224852071,1,1.0,0.0,0,1,0.382830626450116,0.7142857142857142,0.5862068965517241,0.2018072289156626,0.5890410958904109,0.5096774193548387,0.5150943396226415,0.442622950819672,0.3871951219512194,0.3842592592592593,0.4240291894709408,0.4268199233716475,0.3981042654028436,0.6482861400894189,0.0
5,0,0.5555555555555429,0.5315191387559808,0.2142857142857142,1.0,0.5348064800379582,0.5081967213114755,0.7120743034055727,0.82010582010582,0.4378698224852071,1,1.0,0.0,0,1,0.5078886310904872,0.7142857142857142,0.4827586206896551,0.7349397590361445,0.7568493150684932,0.2903225806451612,0.330188679245283,0.6334894613583139,0.5045731707317073,0.5090277777777777,0.54782382069325,0.5199233716475096,0.5887309110057926,0.7019374068554397,0.6987951807228915
5,0,0.6666666666666572,0.1993421052631578,0.2142857142857142,0.3361986628462273,0.2121602385955398,0.3039092055485498,0.3622291021671827,0.0282186948853615,0.497041420118343,2,0.0,0.0,1,1,0.2046403712296983,0.1904761904761904,0.2758620689655172,0.0,0.0547945205479452,0.0,0.5,0.2540983606557377,0.180640243902439,0.2064814814814814,0.1931196247068022,0.250191570881226,0.305423907319642,0.2727272727272727,0.5451807228915663
5,0,0.7777777777777715,0.3968301435406698,0.2142857142857142,0.7306590257879657,0.3949027316478003,0.3297604035308953,0.628482972136223,0.3862433862433862,0.3786982248520711,1,1.0,0.0,0,1,0.4051044083526682,0.2857142857142857,1.0,0.1777108433734939,0.547945205479452,0.2161290322580645,0.1962264150943396,0.4121779859484777,0.3540396341463414,0.4064814814814814,0.3604378420641126,0.4149425287356321,0.4660347551342813,0.5991058122205665,0.6626506024096385
5,0,0.8888888888888857,0.082834928229665,0.2142857142857142,0.1041069723018147,0.0841184843760591,0.28562421185372,0.240454076367389,0.1234567901234567,0.2958579881656806,0,0.0,1.0,1,0,0.0763341067285382,0.8095238095238095,0.1379310344827586,0.0,0.2397260273972602,0.5516129032258065,0.4679245283018868,0.0398126463700234,0.0815548780487805,0.0773148148148148,0.1154547823820693,0.1264367816091954,0.0684570826750921,0.2056631892697467,0.3253012048192771
5,0,1.0,0.4776913875598085,0.2142857142857142,0.89207258834766,0.4981359723446077,0.4243379571248424,0.3426212590299278,0.6208112874779541,0.5562130177514799,1,1.0,0.0,0,1,0.4542923433874709,0.238095238095238,0.8275862068965517,0.4216867469879518,0.7260273972602739,0.6806451612903226,0.2735849056603773,0.3711943793911006,0.5007621951219512,0.4555555555555555,0.5014334115194162,0.5157088122605364,0.530279094260137,0.4187779433681073,0.1927710843373493
26,0,0.0,0.0391746411483253,0.1857142857142857,0.0305635148042024,0.0744933233918524,0.1469104665825977,0.1186790505675954,0.4567901234567901,0.9171597633136096,0,0.0,1.0,1,1,0.0858468677494199,0.0,0.2068965517241379,0.3403614457831325,0.4999999999999999,0.064516129032258,0.320754716981132,0.050351288056206,0.0362042682926829,0.0879629629629629,0.0914777169663799,0.0697318007662834,0.158504476040021,0.1907600596125186,0.0
26,0,0.1111111111111142,0.4790669856459328,0.1857142857142857,0.9312320916905444,0.4801735240290109,0.5554854981084489,0.4251805985552115,0.2892416225749559,0.4142011834319525,1,1.0,0.0,0,1,0.4563805104408353,0.0952380952380952,0.1034482758620689,0.0632530120481927,0.4897260273972603,0.4387096774193548,0.5849056603773585,0.509367681498829,0.4508384146341462,0.4576388888888889,0.4847537138389367,0.5160919540229885,0.4881516587677725,0.61698956780924,0.0331325301204819
26,0,0.2222222222222001,0.3090311004784688,0.1857142857142857,0.5835721107927412,0.3073951060801192,0.4697351828499369,0.3880288957688338,0.1393298059964726,0.3609467455621304,2,0.0,0.0,2,1,0.2867749419953596,1.0,0.1034482758620689,0.0,0.2705479452054794,0.6258064516129032,0.5660377358490566,0.2939110070257611,0.3384146341463413,0.2884259259259258,0.2757362522804274,0.3344827586206896,0.3580832016850974,0.5156482861400895,0.1295180722891566
26,0,0.3333333333333144,0.2586124401913875,0.1857142857142857,0.4794651384909264,0.2479495695790685,0.2503152585119798,0.2683178534571723,0.0,0.2485207100591715,2,0.0,0.0,2,1,0.2348027842227378,0.8571428571428572,0.0,0.0,0.0,0.0967741935483871,0.2735849056603773,0.2599531615925058,0.2755335365853658,0.236574074074074,0.2361219702892884,0.3015325670498084,0.2264349657714587,0.4068554396423249,0.0
26,0,0.4444444444444286,0.0263755980861243,0.1857142857142857,0.0047755491881566,0.029688876838609,0.0693568726355611,0.2012383900928792,0.4973544973544973,0.2899408284023668,0,0.0,1.0,1,1,0.0433874709976797,0.238095238095238,0.1379310344827586,0.3554216867469879,0.5616438356164383,0.0,0.0,0.1288056206088992,0.09375,0.0456018518518518,0.0435235861350013,0.01455938697318,0.0,0.3099850968703428,0.0
26,0,0.5555555555555429,0.4717703349282295,0.1857142857142857,0.9159503342884432,0.4714295397546261,0.3757881462799495,0.4716202270381837,0.3474426807760141,0.4023668639053257,1,1.0,0.0,0,1,0.4587006960556845,0.0,0.1034482758620689,0.0903614457831325,0.571917808219178,0.0,0.5037735849056604,0.3852459016393442,0.4969512195121951,0.4599537037037038,0.4654678133958823,0.4954022988505747,0.4186413902053713,0.6125186289120716,0.1777108433734939
26,0,0.6666666666666572,0.101255980861244,0.1857142857142857,0.157593123209169,0.1178743306446146,0.2055485498108449,0.0402476780185758,0.1975308641975308,0.550295857988166,0,0.0,1.0,1,1,0.139675174013921,0.2857142857142857,0.0,0.3373493975903613,0.0,0.1064516129032258,0.0679245283018867,0.3009367681498829,0.0887957317073171,0.1416666666666666,0.143862392494136,0.093103448275862,0.1627172195892574,0.0432190760059612,0.0692771084337349
26,0,0.7777777777777715,0.2822966507177032,0.1857142857142857,0.5281757402101241,0.3006168236968751,0.3467843631778058,0.4447884416924664,0.63668430335097,0.550295857988166,2,0.0,0.0,2,1,0.2747099767981438,0.5714285714285714,0.3103448275862069,0.5210843373493975,0.6438356164383562,0.4225806451612903,0.2339622641509434,0.3454332552693208,0.3296493902439024,0.2763888888888889,0.3197810789679437,0.2708812260536398,0.3433385992627699,0.4217585692995529,0.4849397590361445
